Entry	Entry Name	Protein names	Gene Names	Organism	Length	Keywords
Q09363	SQV8_CAEEL	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase sqv-8 (EC 2.4.1.135) (Glucuronyl transferase I) (GlcAT-I) (Squashed vulva protein 8) (Vulval invagination protein sqv-8)	sqv-8 ZK1307.5	Caenorhabditis elegans	356	Glycoprotein;Glycosyltransferase;Manganese;Membrane;Metal-binding;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q09426	CGT_RAT	2-hydroxyacylsphingosine 1-beta-galactosyltransferase (EC 2.4.1.47) (Ceramide UDP-galactosyltransferase) (CGalT) (Cerebroside synthase) (UDP-galactose-ceramide galactosyltransferase)	Ugt8 Cgt Ugt4	Rattus norvegicus (Rat)	541	Endoplasmic reticulum;Glycoprotein;Glycosyltransferase;Lipid metabolism;Membrane;Reference proteome;Signal;Sphingolipid metabolism;Transferase;Transmembrane;Transmembrane helix
Q09525	PARP2_CAEEL	Poly [ADP-ribose] polymerase 2 (EC 2.4.2.30) (Poly ADP-ribose metabolism enzyme 2) (Protein poly-ADP-ribosyltransferase parp-2) (EC 2.4.2.-)	parp-2 pme-2 E02H1.4	Caenorhabditis elegans	538	DNA damage;DNA repair;Glycosyltransferase;NAD;Nucleotidyltransferase;Nucleus;Reference proteome;Transferase
Q0DDE3	SSY23_ORYSJ	Soluble starch synthase 2-3, chloroplastic/amyloplastic (EC 2.4.1.21) (Soluble starch synthase II-3) (Starch synthase IIa)	SSII-3 ALK Os06g0229800 LOC_Os06g12450 P0525F01.23	Oryza sativa subsp. japonica (Rice)	810	Amyloplast;Chloroplast;Direct protein sequencing;Glycosyltransferase;Plastid;Reference proteome;Starch biosynthesis;Transferase;Transit peptide
Q0DEC8	SSY1_ORYSJ	Soluble starch synthase 1, chloroplastic/amyloplastic (EC 2.4.1.21) (Starch synthase I)	SS1 SSS1 Os06g0160700 LOC_Os06g06560 P0681F10.13	Oryza sativa subsp. japonica (Rice)	641	Amyloplast;Chloroplast;Direct protein sequencing;Glycosyltransferase;Plastid;Reference proteome;Starch biosynthesis;Transferase;Transit peptide
Q0DEV5	SSG1_ORYSJ	Granule-bound starch synthase 1, chloroplastic/amyloplastic (EC 2.4.1.242) (Granule-bound starch synthase I) (GBSS-I) (allergen Ory s GBSS_I)	WAXY WX WX-B Os06g0133000 LOC_Os06g04200 134P10.7 P0679C08.19	Oryza sativa subsp. japonica (Rice)	609	3D-structure;Allergen;Amyloplast;Chloroplast;Direct protein sequencing;Disulfide bond;Glycosyltransferase;Plastid;Reference proteome;Starch biosynthesis;Transferase;Transit peptide
Q0P9C5	PGLH_CAMJE	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase (EC 2.4.1.292) (Protein glycosylation H)	pglH Cj1129c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	359	3D-structure;Cell inner membrane;Cell membrane;Glycosyltransferase;Membrane;Reference proteome;Transferase
Q0WPA5	MSR2_ARATH	Protein MANNAN SYNTHESIS-RELATED 2 (AtMSR2) (EC 2.4.1.-) (O-fucosyltransferase 12) (O-FucT-12) (O-fucosyltransferase family protein)	MSR2 OFUT12 At1g51630 F19C24.14	Arabidopsis thaliana (Mouse-ear cress)	423	Carbohydrate metabolism;Cell wall biogenesis/degradation;Fucose metabolism;Glycosyltransferase;Golgi apparatus;Membrane;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q0WV13	GAUTD_ARATH	Probable galacturonosyltransferase 13 (EC 2.4.1.-)	GAUT13 At3g01040 T4P13.28	Arabidopsis thaliana (Mouse-ear cress)	533	Alternative splicing;Cell wall biogenesis/degradation;Glycoprotein;Glycosyltransferase;Golgi apparatus;Membrane;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q0WVX5	SSY4_ARATH	Probable starch synthase 4, chloroplastic/amyloplastic (AtSS4) (EC 2.4.1.21) (Soluble starch synthase IV) (SSIV)	SS4 At4g18240 T9A21.90	Arabidopsis thaliana (Mouse-ear cress)	1040	3D-structure;Amyloplast;Chloroplast;Coiled coil;Glycosyltransferase;Plastid;Reference proteome;Starch biosynthesis;Transferase;Transit peptide
Q10287	FKS1_SCHPO	1,3-beta-glucan synthase component bgs1 (EC 2.4.1.34) (1,3-beta-D-glucan-UDP glucosyltransferase)	bgs1 cps1 drc1 SPBC19G7.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1729	Cell cycle;Cell division;Cell membrane;Glycosyltransferase;Membrane;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix
Q10468	B4GN1_RAT	Beta-1,4 N-acetylgalactosaminyltransferase 1 (EC 2.4.1.92) ((N-acetylneuraminyl)-galactosylglucosylceramide) (GA2 synthase) (EC 2.4.1.-) (GD2 synthase) (EC 2.4.1.-) (GM2 synthase) (EC 2.4.1.92) (GalNAc-T)	B4galnt1 Galgt Galgt1	Rattus norvegicus (Rat)	533	Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Lipid metabolism;Membrane;Reference proteome;Signal-anchor;Sphingolipid metabolism;Transferase;Transmembrane;Transmembrane helix
Q10469	MGAT2_HUMAN	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (EC 2.4.1.143) (Beta-1,2-N-acetylglucosaminyltransferase II) (GlcNAc-T II) (GNT-II) (Mannoside acetylglucosaminyltransferase 2) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase II)	MGAT2	Homo sapiens (Human)	447	3D-structure;Congenital disorder of glycosylation;Direct protein sequencing;Disease variant;Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Manganese;Membrane;Metal-binding;Proteomics identification;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q10470	MGAT3_MOUSE	Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase (EC 2.4.1.144) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase III) (GNT-III) (GlcNAc-T III) (N-acetylglucosaminyltransferase III)	Mgat3	Mus musculus (Mouse)	538	Glycoprotein;Glycosyltransferase;Golgi apparatus;Membrane;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q10471	GALT2_HUMAN	Polypeptide N-acetylgalactosaminyltransferase 2 (EC 2.4.1.41) (Polypeptide GalNAc transferase 2) (GalNAc-T2) (pp-GaNTase 2) (Protein-UDP acetylgalactosaminyltransferase 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 2) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 2 soluble form]	GALNT2	Homo sapiens (Human)	571	3D-structure;Alternative splicing;Congenital disorder of glycosylation;Direct protein sequencing;Disease variant;Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Lectin;Manganese;Membrane;Metal-binding;Phosphoprotein;Proteoglycan;Proteomics identification;Reference proteome;Secreted;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q10472	GALT1_HUMAN	Polypeptide N-acetylgalactosaminyltransferase 1 (EC 2.4.1.41) (Polypeptide GalNAc transferase 1) (GalNAc-T1) (pp-GaNTase 1) (Protein-UDP acetylgalactosaminyltransferase 1) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 1) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 1 soluble form]	GALNT1	Homo sapiens (Human)	559	Alternative splicing;Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Lectin;Manganese;Membrane;Metal-binding;Proteomics identification;Reference proteome;Secreted;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q10473	GALT1_RAT	Polypeptide N-acetylgalactosaminyltransferase 1 (EC 2.4.1.41) (Polypeptide GalNAc transferase 1) (GalNAc-T1) (pp-GaNTase 1) (Protein-UDP acetylgalactosaminyltransferase 1) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 1) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 1 soluble form]	Galnt1	Rattus norvegicus (Rat)	559	Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Lectin;Manganese;Membrane;Metal-binding;Reference proteome;Secreted;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q10979	FUT1_RABIT	Galactoside alpha-(1,2)-fucosyltransferase 1 (Alpha(1,2)FT 1) (Fucosyltransferase 1) (GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 1) (Type 1 galactoside alpha-(1,2)-fucosyltransferase FUT1) (EC 2.4.1.69) (Type 2 galactoside alpha-(1,2)-fucosyltransferase FUT1) (EC 2.4.1.344)	FUT1 RFT-I	Oryctolagus cuniculus (Rabbit)	373	Glycoprotein;Glycosyltransferase;Golgi apparatus;Lipid metabolism;Membrane;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q10980	FUT1_RAT	Galactoside alpha-(1,2)-fucosyltransferase 1 (Alpha 1,2-fucosyltransferase A) (Alpha(1,2)FT 1) (Fucosyltransferase 1) (GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 1) (Type 1 galactoside alpha-(1,2)-fucosyltransferase FUT1) (EC 2.4.1.69) (Type 2 galactoside alpha-(1,2)-fucosyltransferase FUT1) (EC 2.4.1.344)	Fut1 Fta	Rattus norvegicus (Rat)	376	Glycoprotein;Glycosyltransferase;Golgi apparatus;Lipid metabolism;Membrane;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q10981	FUT2_HUMAN	Galactoside alpha-(1,2)-fucosyltransferase 2 (Alpha(1,2)FT 2) (Fucosyltransferase 2) (GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 2) (SE2) (Secretor blood group alpha-2-fucosyltransferase) (Secretor factor) (Se) (Type 1 galactoside alpha-(1,2)-fucosyltransferase FUT2) (EC 2.4.1.69) (Type 2 galactoside alpha-(1,2)-fucosyltransferase FUT2) (EC 2.4.1.344)	FUT2 SEC2	Homo sapiens (Human)	343	Blood group antigen;Glycoprotein;Glycosyltransferase;Golgi apparatus;Lipid metabolism;Membrane;Proteomics identification;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q10982	FUT2_PIG	Galactoside alpha-(1,2)-fucosyltransferase 2 (Alpha(1,2)FT 2) (Fucosyltransferase 2) (GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 2) (Type 1 galactoside alpha-(1,2)-fucosyltransferase FUT2) (EC 2.4.1.69) (Type 2 galactoside alpha-(1,2)-fucosyltransferase FUT2) (EC 2.4.1.344)	FUT2	Sus scrofa (Pig)	340	Direct protein sequencing;Glycoprotein;Glycosyltransferase;Golgi apparatus;Lipid metabolism;Membrane;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q10983	FUT2_RABIT	Galactoside alpha-(1,2)-fucosyltransferase 2 (Alpha(1,2)FT 2) (Fucosyltransferase 2) (GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 2) (Secretor blood group alpha-2-fucosyltransferase) (Type 1 galactoside alpha-(1,2)-fucosyltransferase FUT2) (EC 2.4.1.69) (Type 2 galactoside alpha-(1,2)-fucosyltransferase FUT2) (EC 2.4.1.344)	FUT2 RFT-II SEC1	Oryctolagus cuniculus (Rabbit)	354	Glycoprotein;Glycosyltransferase;Golgi apparatus;Lipid metabolism;Membrane;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q10984	FUT2_RAT	Galactoside alpha-(1,2)-fucosyltransferase 2 (Alpha 1,2-fucosyltransferase) (Alpha 1,2-fucosyltransferase B) (Alpha 1-2 fucosyltransferase) (Alpha(1,2)FT 2) (Fucosyltransferase 2) (GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 2) (Secretor blood group alpha-2-fucosyltransferase) (Type 1 galactoside alpha-(1,2)-fucosyltransferase FUT2) (EC 2.4.1.69) (Type 2 galactoside alpha-(1,2)-fucosyltransferase FUT2) (EC 2.4.1.344)	Fut2 Ftb Sec1	Rattus norvegicus (Rat)	354	Alternative splicing;Glycoprotein;Glycosyltransferase;Golgi apparatus;Lipid metabolism;Membrane;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q11126	FUT3_BOVIN	3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3 (EC 2.4.1.65) (4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase) (EC 2.4.1.152) (Alpha-3-fucosyltransferase FUT3) (EC 2.4.1.-) (Blood group Lewis alpha-4-fucosyltransferase) (Lewis FT) (FUTB) (Fucosyltransferase 3) (Fucosyltransferase III) (FucT-III)	FUT3	Bos taurus (Bovine)	365	Glycoprotein;Glycosyltransferase;Golgi apparatus;Lipid metabolism;Membrane;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q11127	FUT4_MOUSE	Alpha-(1,3)-fucosyltransferase 4 (4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase) (EC 2.4.1.152) (Fucosyltransferase 4) (Fucosyltransferase IV) (Fuc-TIV) (FucT-IV) (Galactoside 3-L-fucosyltransferase)	Fut4 Elft	Mus musculus (Mouse)	433	Alternative splicing;Glycoprotein;Glycosyltransferase;Golgi apparatus;Inflammatory response;Membrane;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q11128	FUT5_HUMAN	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT5 (EC 2.4.1.152) (3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT5) (EC 2.4.1.65) (Fucosyltransferase 5) (Fucosyltransferase V) (Fuc-TV) (FucT-V) (Galactoside 3-L-fucosyltransferase)	FUT5	Homo sapiens (Human)	374	Glycoprotein;Glycosyltransferase;Golgi apparatus;Lipid metabolism;Membrane;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q11130	FUT7_HUMAN	Alpha-(1,3)-fucosyltransferase 7 (EC 2.4.1.-) (Fucosyltransferase 7) (Fucosyltransferase VII) (Fuc-TVII) (FucT-VII) (Galactoside 3-L-fucosyltransferase) (Selectin ligand synthase)	FUT7	Homo sapiens (Human)	342	Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Membrane;Proteomics identification;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q11131	FUT7_MOUSE	Alpha-(1,3)-fucosyltransferase 7 (EC 2.4.1.-) (Fucosyltransferase 7) (Fucosyltransferase VII) (Fuc-TVII) (FucT-VII) (Galactoside 3-L-fucosyltransferase)	Fut7	Mus musculus (Mouse)	389	Alternative splicing;Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Membrane;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q11200	SIA4A_CHICK	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 (Alpha 2,3-ST 1) (Beta-galactoside alpha-2,3-sialyltransferase 1) (EC 2.4.3.4) (Gal-NAc6S) (Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase) (ST3Gal I) (ST3GalI) (ST3GalA.1) (ST3O) (Sialyltransferase 4A) (SIAT4-A)	ST3GAL1 SIAT4A	Gallus gallus (Chicken)	342	Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Membrane;Reference proteome;Secreted;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q11201	SIA4A_HUMAN	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 (Alpha 2,3-ST 1) (Beta-galactoside alpha-2,3-sialyltransferase 1) (EC 2.4.3.4) (Gal-NAc6S) (Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase) (Monosialoganglioside sialyltransferase) (EC 2.4.3.2) (SIATFL) (ST3Gal I) (ST3GalI) (ST3GalA.1) (ST3O) (Sialyltransferase 4A) (SIAT4-A)	ST3GAL1 SIAT4 SIAT4A	Homo sapiens (Human)	340	Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Lipid metabolism;Membrane;Proteomics identification;Reference proteome;Secreted;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q11203	SIAT6_HUMAN	CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase (EC 2.4.3.6) (Beta-galactoside alpha-2,3-sialyltransferase 3) (Alpha 2,3-ST 3) (Gal beta-1,3(4) GlcNAc alpha-2,3 sialyltransferase) (N-acetyllactosaminide alpha-2,3-sialyltransferase) (ST3Gal III) (ST3GalIII) (ST3N) (Sialyltransferase 6)	ST3GAL3 SIAT6	Homo sapiens (Human)	375	Alternative splicing;Disease variant;Disulfide bond;Epilepsy;Glycoprotein;Glycosyltransferase;Golgi apparatus;Intellectual disability;Membrane;Proteomics identification;Reference proteome;Secreted;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q11204	SIA4B_MOUSE	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2 (Alpha 2,3-ST 2) (Beta-galactoside alpha-2,3-sialyltransferase 2) (EC 2.4.3.4) (Gal-NAc6S) (Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase) (Monosialoganglioside sialyltransferase) (EC 2.4.3.2) (ST3Gal II) (ST3GalII) (ST3GalA.2) (Sialyltransferase 4B) (SIAT4-B)	St3gal2 Siat4b Siat5	Mus musculus (Mouse)	350	Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Lipid metabolism;Membrane;Reference proteome;Secreted;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q11205	SIA4B_RAT	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2 (Alpha 2,3-ST 2) (Beta-galactoside alpha-2,3-sialyltransferase 2) (EC 2.4.3.4) (Gal-NAc6S) (Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase) (Monosialoganglioside sialyltransferase) (EC 2.4.3.2) (ST3Gal II) (ST3GalII) (ST3GalA.2) (Sialyltransferase 4B) (SIAT4-B)	St3gal2 Siat4b Siat5	Rattus norvegicus (Rat)	350	Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Lipid metabolism;Membrane;Reference proteome;Secreted;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q11206	SIA4C_HUMAN	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4 (Alpha 2,3-ST 4) (Beta-galactoside alpha-2,3-sialyltransferase 4) (EC 2.4.3.2) (EC 2.4.3.4) (Alpha 2,3-sialyltransferase IV) (Gal-NAc6S) (Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase) (Gal-beta-1,4-GlcNAc-alpha-2,3-sialyltransferase) (N-acetyllactosaminide alpha-2,3-sialyltransferase) (EC 2.4.3.6) (SAT-3) (ST-4) (ST3Gal IV) (ST3GalIV) (ST3GalA.2) (STZ) (Sialyltransferase 4C) (SIAT4-C)	ST3GAL4 CGS23 NANTA3 SIAT4C STZ	Homo sapiens (Human)	333	Alternative splicing;Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Lipid metabolism;Membrane;Proteomics identification;Reference proteome;Secreted;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q11207	PARP2_ARATH	Poly [ADP-ribose] polymerase 2 (PARP-2) (EC 2.4.2.30) (NAD(+) ADP-ribosyltransferase 2) (ADPRT-2) (Poly[ADP-ribose] synthase 2) (Protein ADP-ribosyltransferase PARP2) (EC 2.4.2.-)	PARP2 APP At4g02390 T14P8.19	Arabidopsis thaliana (Mouse-ear cress)	637	ADP-ribosylation;DNA-binding;Glycosyltransferase;NAD;Nucleotidyltransferase;Nucleus;Reference proteome;Repeat;Transferase
Q11208	PARP1_SARPE	Poly [ADP-ribose] polymerase 1 (PARP1) (EC 2.4.2.30) (NAD(+) ADP-ribosyltransferase) (ADPRT) (Poly[ADP-ribose] synthase) (Protein ADP-ribosyltransferase) (EC 2.4.2.-)		Sarcophaga peregrina (Flesh fly) (Boettcherisca peregrina)	996	ADP-ribosylation;Chromosome;Direct protein sequencing;DNA-binding;Glycosyltransferase;Metal-binding;NAD;Nucleotidyltransferase;Nucleus;Repeat;Transferase;Zinc;Zinc-finger
Q13126	MTAP_HUMAN	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase)	MTAP MSAP	Homo sapiens (Human)	283	3D-structure;Acetylation;Alternative splicing;Cytoplasm;Glycosyltransferase;Nucleus;Proteomics identification;Purine salvage;Reference proteome;Transferase
Q13508	NAR3_HUMAN	Ecto-ADP-ribosyltransferase 3 (EC 2.4.2.31) (ADP-ribosyltransferase C2 and C3 toxin-like 3) (ARTC3) (Mono(ADP-ribosyl)transferase 3) (NAD(P)(+)--arginine ADP-ribosyltransferase 3)	ART3 TMART	Homo sapiens (Human)	389	Alternative splicing;Cell membrane;Disulfide bond;Glycoprotein;Glycosyltransferase;GPI-anchor;Lipoprotein;Membrane;NAD;NADP;Nucleotidyltransferase;Proteomics identification;Reference proteome;Repeat;Signal;Transferase
Q14435	GALT3_HUMAN	Polypeptide N-acetylgalactosaminyltransferase 3 (EC 2.4.1.41) (Polypeptide GalNAc transferase 3) (GalNAc-T3) (pp-GaNTase 3) (Protein-UDP acetylgalactosaminyltransferase 3) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 3)	GALNT3	Homo sapiens (Human)	633	Alternative splicing;Disease variant;Disulfide bond;Glycoprotein;Glycosyltransferase;Golgi apparatus;Lectin;Manganese;Membrane;Metal-binding;Proteomics identification;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q14BT6	A4GCT_MOUSE	Alpha-1,4-N-acetylglucosaminyltransferase (Alpha4GnT) (EC 2.4.1.-)	A4gnt	Mus musculus (Mouse)	341	Glycoprotein;Glycosyltransferase;Golgi apparatus;Membrane;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q15274	NADC_HUMAN	Nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]) (QAPRTase) (QPRTase)	QPRT	Homo sapiens (Human)	297	3D-structure;Glycosyltransferase;Proteomics identification;Pyridine nucleotide biosynthesis;Reference proteome;Transferase
Q16394	EXT1_HUMAN	Exostosin-1 (EC 2.4.1.225) (Exostosin glycosyltransferase 1) (Heparan sulfate co-polymerase subunit EXT1) (Multiple exostoses protein 1) (N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase)	EXT1	Homo sapiens (Human)	746	3D-structure;Disease variant;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Glycosyltransferase;Golgi apparatus;Hereditary multiple exostoses;Manganese;Membrane;Metal-binding;Proteomics identification;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix;Tumor suppressor
Q16739	CEGT_HUMAN	Ceramide glucosyltransferase (EC 2.4.1.80) (GLCT-1) (Glucosylceramide synthase) (GCS) (Glycosylceramide synthase) (UDP-glucose ceramide glucosyltransferase) (UDP-glucose:N-acylsphingosine D-glucosyltransferase)	UGCG	Homo sapiens (Human)	394	Acetylation;Glycosyltransferase;Golgi apparatus;Lipid biosynthesis;Lipid metabolism;Membrane;Proteomics identification;Reference proteome;Sphingolipid metabolism;Transferase;Transmembrane;Transmembrane helix
Q16831	UPP1_HUMAN	Uridine phosphorylase 1 (UPase 1) (UrdPase 1) (EC 2.4.2.3)	UPP1 UP	Homo sapiens (Human)	310	3D-structure;Alternative splicing;Glycosyltransferase;Proteomics identification;Reference proteome;Transferase
