protein_id,sequence_hash,sequence_length,cluster_id,pc1,pc2,pc3
A5JSY8,0f1e523d73e8a2b3482dc993d373e9c967994caa1903494952455db9b60da8b7,336,0,-0.15897799,-0.22375329,0.004000011
B9GSX0,05c42957dd54283931feefa81939d23811198b6d4ce7d74f5a15702b45659471,337,0,-0.18137726,-0.17085715,0.031719532
B9I6P1,7554ecd9ac3862160fb231e50395e8ede464f26842ce4dc5897b85c0d5ade662,337,0,-0.13644789,-0.1931851,0.030846756
B9I9F1,8005bb8cebad1957b3307c3d83b87196d305785eea96390b825a671907393ad2,336,0,-0.2465441,-0.19974129,0.04111787
B9RFM8,7ab63e579679c634d4f5878ca860363a0bda9abc0f4504523ece8f0d89b903ca,339,0,-0.20194912,-0.22670215,0.026496565
B9RN94,a77360ddb1cd95d581f37031c97dec7983ac69c140b6e34f3fd6382566cbc377,336,0,-0.22426957,-0.18743372,0.028978886
B9SH95,a6412356cfa8473c18cd7e75aabea635742fdebd4a511a99b0dc1f348552ed31,335,0,-0.15317415,-0.17482702,0.04775151
C7G304,e752161d4ca00743e48e4aeaeff17ae6533b114368c1d18b9cf6c40dba0f9e47,338,0,-0.1657793,-0.20975846,0.012780913
D7KJP3,cfb20423ea71d7bf9048722548ab1cfec05db612389bea382084b1bfe4a0c4dd,334,0,-0.12648433,-0.23622367,0.021861173
D7KWU5,7fc846178a2a088886393d19c9d2ea5dd800973d655d7693b0bd52819fb98838,330,0,-0.030796075,-0.11337496,-0.0022825403
D7MFB4,82754820482b6c02e614044a2b7902f34ccffb3ebbc9ed254e803c6dcedbf612,333,0,-0.029309617,-0.1757988,-0.024108948
F4KED2,a86f7543763840aacfb7aa226bfa5b63a317eb3476802cd17387e70528368b56,328,0,0.052692138,-0.1288889,-0.015424267
F6HZC7,84e197189205914e4615a0c5e3fcfb8a1c3c4f003aa9ee9a1b7c3953e2184788,342,0,-0.17414376,-0.18419139,0.039361507
F6HZC8,b10b06b7402a490a9d59006fdc4b9901518444be75566936fcb138f03597d70e,340,0,-0.0939813,-0.16724989,0.016060092
G7I9J1,7970fd6c153d40a2809d6efafbcec393994c7b936afa232ddd65161d9b34911c,325,0,-0.16226435,-0.21606037,-0.0073890346
H1ZYN7,8b1c935b0d9bacbeba160b489c5ef9999c2c22bb23d51c40dcafd4e6cb7eb984,318,3,0.05488455,-0.13938758,-0.04133668
H1ZYP0,f6f3c42aa7549e60c5c80452b667fb9ef5beeefd404c2e3512cc6d0dae32093d,334,0,-0.16764283,-0.20495807,0.005532743
H9TUY7,a19dacd8af69cd94db31f12ee8d11cedd8ce249547ec0c8111c6f6f84f719775,343,0,-0.10284929,-0.13412774,0.012460727
J3LN80,364943927dc06a66a7db46722a185853e58ec5f9b11ef869bf8cb05fd2e75299,342,0,-0.1652237,-0.092109814,0.07603337
K9M7E3,fa4b8d26d859cfbfdf7ee5b028b404ba84f54577b7775979cabe5f229ea764b2,286,0,-0.020943083,-0.17170785,-0.05560891
M5W004,f9f0dd706db0abe4d1914dda983c2d49c1f14e00aef9f8e67031ec09fa9ed1c7,338,0,-0.16322948,-0.1735777,0.026482964
M5W1K1,d15eab52df217dc6868ef18d6f79d5d4a03d557978c563d690516f8b72c5633c,311,0,-0.1777748,-0.16584338,0.016980048
M5X9B6,cb897a7f0f952411e1da6a8e08c6ca0e3a153488433b6f2330af3c07f1f7c218,349,0,-0.18881719,-0.15305899,0.078586414
M5XC49,afb3d2b7021f0ab8c7ba4acfd0b1aa71125e40f6c450365deb9d27a59ae90575,339,0,-0.20306672,-0.18185396,0.031888023
M5XX81,74b9f364c07855932bcc520b465caca4fc74deccbd1462162952594d1ab0c47b,328,0,-0.156724,-0.19478701,0.011060351
O22693,ae98d342057c26812ed69ae1e64bc7e5e77081c1f5422632cd886881255a7575,334,0,-0.13521563,-0.18607992,0.02827645
O80518,c17623785eed152ff3ecd55af412831c66666302937a53171822658e9d5a1b35,334,0,-0.11298874,-0.22687875,0.010152686
Q0DSD5,6df33311cbb87200e655473b7b4ea295e8a828dae0b3c0d52f6ac85d490879c6,341,0,-0.16723809,-0.085468136,0.06334512
Q4PSY4,bdc69bf0e48534d910adf81415aa8fa843e76c521d6adbd702ccd4e68fd9be62,332,0,0.009082331,-0.12403313,0.004567716
Q7XZ08,1cee2ab9feab9aad27d9609c340f9ffaf8718d7f41727670f014fd7c9bcb6d49,328,0,-0.17972748,-0.20544307,0.0020326453
Q84V66,6afc5dd9de12d5c728aeaa904b990e8829c56d0409e8bb5088cb95223ee89bbd,331,0,-0.106070235,-0.21281253,-0.011626159
Q8H1S1,8ddae655ccee8c4d1c71bbf717a6f5e39d883f62b3ad4880471b554e2e4482cf,336,0,0.016012486,-0.1799554,-0.032844882
Q9FFA1,74e9ddf1ab4db5fbdd077b047686370a418d99815a799bf64c27b5e52c793aac,333,0,0.029000761,-0.13503288,-0.029747605
Q9XGN3,e98d7affe8df1d48e9dcd29c7059f7ad9ddaccf06f07aa6e49daa16721d2108c,292,0,-0.14564396,-0.11864298,0.06665331
Q9XGN4,0439ccca0701379d1b0c2f9bd22f8b8756f3744ee55f1263d0f1809190c6cbd0,333,0,-0.11415016,-0.16432476,0.02989983
R0G1Y2,f07ffc0d9e2a9a1450290ed596e602fb1928ab7a8a96eb7c1d45849c9eaf02c4,344,0,-0.14426832,-0.22250213,0.012706857
R0GHX5,0503aa3c0fbb5794c0339e4fe549239228e08f974dd6657e8109fcfb0b8fe30c,358,0,-0.12924647,-0.23525396,0.00014251942
R0H0D3,b3fabb111dbf9bdee83b6d3b4381ef9e083810dc8c609d629e62a884cfe4c156,336,0,-0.030286057,-0.17921188,-0.027653154
R0HZV2,90b30df18ade1333ddf48d0e1838b405d5f140924cf5569d3abe17ad829cc9f0,334,0,-0.13960446,-0.18076436,0.025265599
R0I799,24e43d3260ea56560b7e0ecd3e0e16e3479f49ed9b0a706df80da1b47f1dd04b,335,0,-0.12739861,-0.23000015,0.009381663
R0IDK4,5a85139b6b3db254b2813848334bb069d59c84d58da970de0ef98fa88472d410,323,0,0.007404905,-0.096576974,-0.0048499815
T1SPV2,02f20087603e015d6d19bbe1486bf3f99131bb143e3ee46c4fd105508eb7271c,334,0,-0.14040197,-0.2022773,0.0014018469
V4KE54,086ff09e4da5f4a8ad9cd5d8e0f6a1b1bd55ab68d58747b2868d057322360614,333,0,-0.14691475,-0.19082369,0.025266556
V4KIG4,efa35d92af98dfd603c7d06907f35a46a4982f9097490051ab4d38c27d6b061e,337,0,-0.12203153,-0.21776195,-0.014145761
V4KX57,7d9e7284ba7eff9aab8a8c98ce7c97684e3ef7c8a97f014f38daceb16d1c667f,333,0,-0.11020867,-0.23674986,0.0014701127
V4TE67,67880fd43ff2dc75ec3f389ba12a28a1a8ec4d83a57ba396fafc0df17d29fdb8,336,0,-0.14365266,-0.21540493,0.014321956
V4TZV0,945a8a6503d817c491d4e9f99ee92924225cc7e6bbceacb1028d13f6736d1edd,329,0,-0.15250716,-0.2411529,-0.009105451
V4V4H3,720497da74a24760e78d2d5fc434d222cbae7f08b4d8f517d002ff437cd8b5a7,416,3,0.14593172,-0.12220895,-0.016675655
W1P6I9,3887076656b2802b528c4ca2ed638079d11e7f451b81704c40e0368c20c0dd03,333,0,-0.13368763,-0.18092264,0.023099253
W9QW76,027fe729fb2338d57c8b2677681c3e2e8f186027d1f0ae33ce077cbdc1dd2226,340,0,-0.18667866,-0.16946127,0.038306993
W9R862,8fe0b52213588ef5d2bc37585a3c4b0713167e43de75a9e185dbf1a735aef519,323,0,-0.20002732,-0.22901398,-0.0024156796
W9R893,7e2411a05ca2bc0873dff912b4b6e050660f7d167211c6d53c1becd1aede404c,312,0,-0.101896636,-0.21518983,-0.02604181
A0A340Y8H3,4e38dcea9be618cce5fafce487c21577e87f9bbd4a48505d550dfa1f7fbc96ba,598,3,0.04979367,-0.11220076,0.029557014
M4AMA4,dc02c04db282d1d766ea1d9aa165bb10e55309c3c98396e2fa751560f7318ecb,382,1,0.30638117,0.005437538,-0.018148558
V4MX04,b4d675a7402b34076d2cab212014ac506a64e07d5ac22e51937651d3234eaa91,428,1,0.41806874,0.0743852,-0.04277027
B3VA58,9275e1682c9fd470a77695d14373eb44419bf63b029876537b1d964f103957cf,251,4,-0.02434848,-0.15702812,-0.33425897
A0A6P5B1Q0,35436499096dd392dd50e73f22175114aebcfe1ddc073fce0fedb749f427ea30,330,1,0.39523238,0.064931385,-0.07291146
A0A6P7NGZ4,a9128ef4bacf6f085e60d68258eeb96264a69bff035ea69bb430aac06d14b8c1,525,7,0.013756531,0.05595261,0.24725802
A0AAQ4S0E6,55a89bc117534014e287117fb7b59480fda4eb1ea8241b68851a6d46ae016d92,517,3,0.09946264,-0.04937818,0.12003596
F7AXT3,2cd66597aed193bf9a95087d726adaae6ee587bb024082e77aef1eb4102a791e,393,7,-0.08402834,-0.0010668549,0.26729408
S3CES0,464c7deba3875605ed3d8d6986f1d50346ada185b0a1d7387fbab5ac81c80319,388,0,-0.18470745,0.012446481,-0.027763154
W9RKS3,cdbd4f3e6ff6bc3e8d09f34662eedb3e01b8216305ea5ac373f0d4d60698388b,337,0,-0.15277904,-0.21431784,0.022988187
A0A1V0ULQ5,bf0a7adcdbb020cb9b9b05e7cdf042c9ff0056fd6df945553a0c13f3bb2d6583,316,6,-0.35605314,0.29916918,0.117561385
A0A480HQC2,7b0b554e5fa8d04378b11ab6abe72ff6ec0c94cc527a2571970a00b0f0b25bc1,571,0,-0.081088066,-0.094555974,0.055085793
A0AAJ7XBL4,e192f56ca642785ab604229600a96b0295411e1d8e463f0d253881731da2092f,474,1,0.2603243,0.30327368,0.16251804
A0A2B7LPF0,c5b2c81c79a71ac2dbae0572f9044d1cc35743d77aa520a4124d728d4582a533,344,1,0.21988519,0.14582042,-0.22530925
A0A8B7RED5,d23db0598daaa3a887442c0fe97aefc36323f1707e36f0a758f41e3f4c4538fd,369,7,-0.037839584,-0.025213392,0.26791248
U3U992,0fab94c009e652b880480e6dce19e320f8dedb93524dca6f4f1cdbd535e48614,482,4,-0.13999248,-0.1004313,-0.13349539
A0A1Y1L8B4,065af72e6708f19c6eb04c880c14ba5305e96c86640d99044c59e79b66d86dc3,439,3,-0.0006773891,-0.23186904,-0.010409894
A0A3B3XIL7,3b39237ffb3f6b5b5ce8a321695ad69544ac73c0fe0a3598209eb3e045cc9941,346,3,0.112475,-0.12246913,0.103223294
A0A5P8K7Q0,3c0ee7d3f982bc0f160e3f94a9904e5254837c147b392ed40a9ad4e483f8b821,535,6,-0.24801405,0.27589,0.102420226
A0A8C9M1K6,a1db7919457f7380a983c0a994bec9648b4170463d6d443212eaa5df9a61789d,344,3,0.1528243,-0.13392848,0.027984086
A0A9F2R8P8,627018544deb06283992a0ffaf4f66a2834635c545f26720bfb64ff05e33d367,511,0,-0.06996199,-0.20360585,0.011792766
A0ABC8C466,7d7ffa832a39441f90744813c8baf0b6199b022f4fc83fec9229a5bd3ad9c79b,316,6,-0.3438274,0.27986315,0.10095515
F2URD8,22c5d2b3789cdd90fe5c57393b99b3ac3e1647e358c5d1cfd56521c26abc655e,555,1,0.60886157,0.28450504,-0.016728442
F8B2X9,bc4a9ddb8d3e1f98106319871f09fc42d7c675e78667c1abc64c166163094608,338,6,0.14214817,0.42613122,-0.005868465
A0A4W6E1H5,7299a78c7834402b044d4bef59545d5cd86c6cc3ceff84d12abe79d9f97605dd,335,3,0.0070503075,-0.10812447,0.042711902
A0A8B8MBR0,d86c55836a66faaab4d6b36a2f1cf7e80d63f5c4464874aacd9398e45b6fc004,431,1,0.41662255,0.055799104,-0.05202609
Q96FL9,41373408396091c49a069f4f76bf9a7ffd6cd214864036f797ced6745b585aa7,552,3,0.06307117,-0.1174275,-0.011533762
A0A6P3Z6T1,c33ef75bc9061fe708a3d9520dca21e351de6b7d069b842362a41dae0d3566cf,443,1,0.41779342,0.029079922,-0.06831986
A0A8C9GSP4,7040ff9e995cc78ad9e3c846b0d2b897a53088dd7d623fc75cbf9e06458c44b0,333,0,-0.28060234,-0.15404493,0.05159633
B4L6N5,38f6f75b4e6dfa1168b362851ed8204623dcef74998ac399d3784a993d0500cb,307,3,0.06886098,-0.06647746,-0.018606868
A0A1P8AUD8,d4cc87c6bfd38255b0d804a5e6c5efc5e3415b9c80f854608a7fc4360e3241f4,484,4,-0.08400484,-0.036033373,-0.13583715
A0A1U9Z8W4,664473e881960788e0070710699491d5af88210d74c51832881f31eda80dad97,378,2,-0.075669356,0.28220806,-0.10782647
A0A517NEN7,2c5a4a32f37c5ee3df0367c17a31fa1affbd21dfe5057f2395f0bd090db58117,456,4,0.07818301,0.29526663,-0.13784193
A0A5S9X538,8fd8b7fe5635c28ede33e304dd13255ffd42fb19464304d7cf5b60dd31912f3c,496,4,-0.09038829,-0.12774801,-0.12508017
A0A654FPF5,23d54eeb5ae9461413d48751aa82dfb45d93e4136cd4e0e265b5c9383f0c4299,478,4,0.080336325,0.019712117,-0.14454539
A0ABC8AZX8,291a27c4482983f10c8c2ca4af94a918788166cf2bfa968086f7560ff9e2c453,367,6,-0.025794143,0.32433534,-0.03918791
C0QRQ2,381f3f7776679c0df0ff932a07e13a1cb29b9f383d17032bbae4083846118fcf,403,4,-0.066579126,-0.021993553,-0.110842496
F4IIG3,b3b1b329f6eb4a75827c01058d0ee3ae2b0b5086a4b6f05006cd0c420ffcba21,494,4,-0.030522576,-0.106584795,-0.15104114
F4IIG6,8ebb0a50d53761548691f7e2a5fb171c62bfcec2a8dcf56137be34f714368de3,481,4,-0.02498568,-0.1139827,-0.16423702
F8R896,bda2a4bd303b566deb7052d66151fb907d844ce056958f4ab206b2a50892f57a,477,4,-0.03782445,-0.12792978,-0.18359429
I1L3T1,8dfa6b9fe589d5da0f47e9ce90833a981239b7416d10fea43c93baac06ce69e3,480,4,0.084445216,0.01798135,-0.1643521
O22182,d356c074b24a063dba75138e933cebcda7fff2c9978fec246f3d5bcbc805231a,456,4,0.14444487,0.034943286,-0.1585703
O82382,c0a3d177b4e296d998f8dcb41c63fa2f6afed6e5171b339eba9a4c251141a7da,474,4,0.15258645,0.03976007,-0.16248664
P27241,ae398eb17ae5a3244f9ac746e55b13d63274c5347c658cb03e6679740607b0ac,283,1,0.30247945,0.0016491457,-0.23766242
Q12XX4,f579c5ea5bd1ef4e8346cfa3214fc6815ac504adbc49a287ce07ae4af98cf627,404,4,0.090157196,0.019089676,-0.1787007
Q41819,0eab8dad37c6e6744eda4aed45ed15435eb0a780a04bbb749454cf956428afb6,471,6,-0.07873917,0.299017,0.053931564
Q4KTJ0,242926624e87ec828be9c6150110d975961cd42e5f0b2576ad9ef7d2c8d3973d,435,2,-0.01868771,0.12572841,-0.22154163
Q8L7Q5,7a364b57028c0cc65a9efcf340a7029a317d29e80d1d16095d6c581bd6aa0c33,372,4,-0.07053417,-0.09965948,-0.1339346
Q8VVA1,79530f118879034a37d71664385b6538c70c8d3156ee5c4c9c067d08e54b0f11,452,6,-0.17879832,0.35830978,-0.008712699
Q9ASY6,ceed7bc2d78027a75046d7a80bc75864cde701e075a5a45e950bb8fa2a42decb,470,4,0.046508998,0.0038130959,-0.12831968
Q9C9B0,2c2d4f022e93a70a273462c5732ddc0cbe04348a53c9cc83892317c79854c26a,473,4,-0.096254684,-0.008102324,-0.077484235
Q9LMF0,579d2bcb40bcf5bd263dc3163fd9dbea3006652afbc8961d7c3e9038bab8ec10,479,0,-0.16378386,-0.13297026,-0.11319064
Q9R9D4,5041437f8766559b0c2cab64c469be08e5151195abdfb9d69676195bb8adade4,422,2,-0.28568313,0.11167213,-0.13858452
V5LLZ9,d0afab752305984937a3c8d04202241ad3bb4ea86be4c4b37365b0225d2087fd,510,4,0.0823251,0.02212451,-0.11673866
W6JQJ9,92534f58a64641b97140a00af58f74548ae027e2aa1e9a07505010d942bb1441,473,5,-0.32310128,-0.17866665,-0.08169654
W8PV14,8b962b259046985ccc676d9c53298fbc437cdd8aa512d7ebaa3e3cc766959ddd,438,4,0.15778884,0.046449315,-0.16072187
A0A091R6V9,7c00d1c92a2891597926ab0a85d5912d3be232e157c2e5a9ebeec75fb052cd3d,314,4,-0.05392679,-0.06364939,-0.14804922
A0A096MXG4,af0ecba8f0f30a7e4df5a8f12d77f77d2a7730362d5450c912c662166dff6f1b,393,7,-0.10086167,0.024143862,0.28012228
A0A0C9QWI4,b3b9488611915d27ecc094d753fc77978e50587a6e6183e38d31f0f0aa3a1402,399,4,-0.03376144,-0.038151268,-0.09990481
A0A0D9R8U5,2eec5b9c8884896e8c34171b1f1d641b3107d844f0e770239727f51e19b7b68d,393,7,-0.08938235,0.021909108,0.26924476
A0A0J9RJL5,8e2e6b30e593d91e536f7b2209bf56ed97227008f891f84dea3451a240f90b96,458,1,0.44056624,0.04256119,-0.07798571
A0A0Q9WGI8,f5dc95483a29b51ab35c4f4685d845ef65d05d6fc3f0d0e5c867d873a102bf09,360,3,0.18989596,-0.09550956,-0.06856619
A0A0Q9X5L7,a4e7d147d33e9482a68911512dd164e7884d04326443e3b8d35dac47136bd7b4,370,3,0.16483495,-0.123595566,-0.061627124
A0A0R1EAV9,500276477cc2a8c8427d466b78cd8687d591ceeb31f65adbee74870fad70d5b5,366,3,0.16425742,-0.10322527,-0.04827037
A0A151I3S8,44c6ae2e5dcef344a911986d7177b60ae2e3d6d9e03da6d22729e098304bf407,398,4,-0.037798207,-0.022414006,-0.0879864
A0A151I660,d3d1ff66e152d50e7e7f572c07bc6d6c94cb0be71a9e238fc9d20f8767ad9db2,398,4,-0.026412034,-0.036029134,-0.10376656
A0A151X6I6,85bcdc6bbd1321701ccb3f477cfe2b38d105f85aefae7ff136cccf0589869790,367,3,0.09052678,-0.09741904,0.011354862
A0A182I0N5,6b5fdf09a6566d74148a4a1edbb43aafc6d2cefde83783efb817c3cf7e06fb57,376,3,0.1782403,-0.057519346,-0.0018591954
A0A194RKZ7,4bd97bc0d6820abd2d2fc05984f7799c23fe3eba15b6a6e4c5cff15b2d685c7e,298,3,0.14959656,-0.07271277,-0.08807644
A0A195BF88,e6b964ece7ea01d099b81823a0c7a8c9a40df1ed537a0da52584a541b4fd0096,367,3,0.08979942,-0.10212372,0.004335642
A0A195FKV4,15e5fe4cbe8e352c3b43b6882559641d0862a52565ad86b566188f849d295ae8,367,3,0.09582132,-0.10616465,-0.004353981
A0A195FKW4,654add1e6f2b388caaed0a49b20c92367b8a3f02a0056bb94c9db5b9dabff844,398,4,-0.039974168,-0.021418035,-0.08746251
A0A1A7ZQH6,db5e86b8329f200c5fe5c26f99993f48fd563a00fe50694b405f6f73b6ac1480,439,3,0.21393135,-0.053864438,0.10881382
A0A1A8U2Y5,876ba77b459d27ea74a8e51f343ce1eca58eca53930e04735edd2b9198dae9c0,443,3,0.12288235,-0.11051333,0.08904386
A0A1I8MK83,64d596346c0633ebc4fe3c0b459ba0b68a27ff4b07889732ac35d36a95b0f0b9,359,3,0.13820015,-0.14245312,-0.051801085
A0A1I8NWI7,61f510fa05b5f6a24b631b374077c3514710039470ade47a9421e78e53218e29,423,4,0.023326699,-0.060974613,-0.14449088
A0A1I8PB76,45269d2bdb2fd2d14efd294fdd7b64a848fe1be346256b296c105ad588baac05,359,3,0.13843606,-0.13879591,-0.061912965
A0A1S3CW03,96da6bec18059ec88e324a12e4c9f49a49ead3cbf10c4a25cfb746e1bddeaab3,404,4,0.07054207,-0.036293168,-0.16762434
A0A1S3EPJ0,4613d4cd37e35401bfab5781e03ab037c1c77855b0fe51644e8740eb3e0421ae,317,0,-0.078324944,-0.18686071,0.03621097
A0A1S3FD40,355d31c0bfb491d8c76f2e89d58c4bd542f1c1572bf882f02272cb6cef382dde,355,3,0.18767545,-0.056084786,0.0725608
A0A1S3FDY5,5ef3cd866d10a83c691e6bb0729510d864c29d5606046634c140c3b2d48ceb32,393,7,-0.04850246,0.0009836197,0.22463302
A0A1S3FQ80,6cf9cadbabaec1b050be521cee80358e2fa2760c0b3e4f74c9ad7f418c56865a,341,4,-0.051380314,-0.08007674,-0.14800039
A0A1S3H1M4,85d98f83b9722a725440ad26ef6d6fec72b411db57b9a1ab463ebfa2d51f37ae,383,3,0.19664232,-0.091738574,-0.025679898
A0A1S3H2N4,4184fe235fd3076cbee481492d6ef8f535f9f46a323c9c44bd92b6238c3c6668,313,3,0.16212969,-0.07574373,-0.0627546
A0A1S3K5L3,aa583b9d871c4d29f36f114759a63036daf232c4bb667b9b2d2e2fff33bc4afd,332,1,0.45981678,0.11099729,-0.07034094
A0A1S3KFB1,b2ba3a92475b73d58a69e0c9e70db07b531be55d3e1523008541d00feeb3adcc,332,1,0.47030005,0.12756571,-0.06772233
A0A1S3LCF7,073d59502feb9a805110aee3f2a9379e2ff7736700248bd2a21d485f6039d286,449,3,0.16612615,-0.13124923,0.060586896
A0A1S3MK96,ccad1a710a58be108026320a108647af41f2d28b1a436e41601f00623e78c6fd,453,3,0.22649305,-0.06785975,0.0989326
A0A1S3P2J1,2ca5900d20619f9b87b012eff0ae17f60c69ae4693a4cbcf4decfeb081f1badc,444,3,0.112953365,-0.1457715,0.08985214
A0A1S3SIV7,d48c9e14580ac3f89c7956b35af68c6442f74c9949a3c3def9165e6f53f164c9,419,3,0.16041578,0.009682432,0.12809561
A0A1U7QSH4,70d8dd9c887504c7133d5dc93d8da5d800fc0213c9732011447f2717a5767636,394,4,-0.04348271,-0.06659037,-0.1322105
A0A1U7R9L0,54c1486c846e9387295718cae0d32ba17315bb72ae2dee847aebfc44b49636df,376,3,0.11316185,-0.14867839,0.02753847
A0A1U7U4B0,f534b386368b56225d9d1960cc531e5d0f6c0a054342e6088672d40463ea6a7b,380,7,-0.08226995,-0.0149978055,0.22190735
A0A1U7UDR8,a58cb967d95e25b474326d04f215c570a7b5c6779c8836efe7d1cf4af3d1c2dc,314,4,-0.055137396,-0.0587147,-0.14309366
A0A1W4X8D1,96dae08adb2cf9db2ac73fb48fb82d55b85a8561fa3e223358d894da4c690f23,397,4,-0.015664775,-0.087365,-0.14845993
A0A1W4XLX4,1fbb9f6e63fe73e79dec6cf9c99f76ca4887ef33bcdd2898fc37aca9b10796a9,363,3,0.10930341,-0.16367353,-0.045231804
A0A1Y1K506,7c53bc7b3b4f5bec458dabe69fc3497cc7153e3b3b0927d45a0ac455ee99648b,372,3,0.12877727,-0.17805749,-0.064151704
A0A212EMI0,9de82b3b31d8260291c41e467a370b61b2ed4692f0eaceab20461bc9b85987db,370,4,-0.020584239,0.08736559,-0.024822954
A0A218UH25,4fbfa99853b2b38c721dfce5e6feac5a7b233c5d728186f891d20834a2d58e3d,334,0,-0.08049882,-0.19916786,0.024967715
A0A250YH88,485168b73caba31942992cfcff35a20d70113284a45360d51e21d6bcc0ef5ccf,394,4,-0.045583297,-0.0774003,-0.13980298
A0A2C9GQZ1,83f70f50ff00a5a9a5da1decb1046f1831cfc8c8ab1867af5bccb34decb802e0,398,4,-0.027754504,-0.053274997,-0.14086333
A0A2C9LCZ9,24e6d09d34866e9f231b628e289282403ad40cf25321ee00a167a25bdc5f0c9a,351,4,0.14770374,-0.04697078,-0.16183047
A0A2D0SN64,3a0a28b9750b358b22b055e4cb517bdbdbcca74b4dec352e3641f2a64914379b,393,4,-0.016227547,-0.057158053,-0.14034243
A0A2I0MJP2,00311d4dac88a0791a1c1de0b74785d9b0e6147737cf9dee63d32d133ba3dcaa,333,4,0.0020071547,-0.13355856,-0.06842109
A0A2I4BXF9,c19fa59ac0a4a953cc407f5fd7e3284af7d4174ea1232a15e767f5111d3f7927,426,3,0.17861405,-0.029081287,0.11727169
A0A2I4CZ39,8f6aa7719272021a0043973b6ce390fa15ce7940261a7941a303b4c82f063374,463,3,0.16339932,-0.09936488,0.10338462
A0A2I4D9I7,779c1f0b41708ab6e2d2a1faaf206c4e2813dcbfa182606de5e91600be783ed4,394,4,-0.040421657,-0.036049873,-0.10161754
A0A2K5CKS3,ee3a4d3c16479f42688e5bf2570f5c5ac086ef571dde3218ef7d158da77704c5,393,7,-0.07463545,0.007339202,0.27408627
A0A2K5DYV6,38b6919bd10ab42aefc1c40b8d16d0ef28d25e2daa2d3e626d7da8c12334aa7c,437,3,0.15193075,-0.08676073,0.10094234
A0A2K5LH34,adacb6ca5c8b865008b3360f88f0622a2ca8da03a65cf33aa74e92f13617c4a5,393,7,-0.09640827,0.026978107,0.2814975
A0A2K5PTM4,f8ca183dd656650ec5c214cb5874a584956de9042e5f6ad3cb61b28dcede898d,393,7,-0.07498054,0.00858131,0.26422584
A0A2K5RUE3,80f60fc153a9c670d5b509a1725e312ab8aae1e2ca225926fac2adfc9e5d2017,394,4,-0.04837805,-0.07126806,-0.13351357
A0A2K6B4F6,5c71f6fee0901a9651b32c2478e999e26dbc0dece3265bf0eb8c5405356d2f43,393,7,-0.095983855,0.022730792,0.27760664
A0A2K6BV05,37ff5eb1fe7128bc3846e0ba3d291864bf6961a0d9b9d338d76435dc03f6e060,443,7,0.03999212,-0.004026157,0.23351464
A0A2K6E3G9,43468950d8c22026be591a332a15fe5513567034fc27890b2450adcdafaca372,440,3,0.15299813,-0.07670087,0.11510731
A0A2K6FRE4,05e9933c1b58a572454a29868c58400d9c53b870b23129275af5764fbe67937b,443,7,0.033064444,-6.244347e-05,0.23092374
A0A2K6GDB1,2fd7cc02f36e1156228043a8f3362278ab621c44b34df63b531c03bd190176d0,440,3,0.15922585,-0.08170189,0.10563607
A0A2K6Q860,a07e65d09ee6ae90a318793074fe4674bd85c025ad99ae599a2303a9df5b28be,394,4,-0.045341637,-0.07148353,-0.13611105
A0A2K6R8L5,523b27097d65b4d867d9c7da30a9d5ef3d289ad1e92ae83f20b96d064a0a5b3a,409,3,0.06083048,-0.09644323,0.12999637
A0A2K6RAZ6,291d30b7b2ea741047a5d973673bb5dc5b856fc8ac068d2461abbc4cc11f41e0,393,7,-0.0809911,0.033182945,0.27158603
A0A2K6V6F7,40f661cd04064ecd50395b66df3106ab4e4072cead3d0c2d36a174cc83e2149a,437,3,0.14767206,-0.09360513,0.10422334
A0A2R2MLX5,762e632f9ad40448ace1d002dfe2cfc46c0d720fad1ee1e4311863ba39078625,392,3,0.21247903,-0.13993411,-0.018942758
A0A2R9CM30,bdfc6c12bba90a8e394e4005ccdf901abeb456ba71263d3706845c713008dfdd,393,7,-0.075863026,0.010660575,0.2570738
A0A2U3XQ05,c35996cbb446e2ce9795d76d579e63fce1e843954c0bddc0ef91dff414437b75,275,4,-0.044352166,-0.066511676,-0.17046301
A0A2U3XV07,70aa0c2684f1c9e328aabaa4faa7ac7e4e6af2c60d5218e356aa430190c10fd9,440,3,0.15358622,-0.08386863,0.10252575
A0A2U3YDB8,4d6c8965c66793ed682a57fd60729a756f30b8dd217c3a5834e966e3764c9509,317,0,-0.047974814,-0.17205285,0.025048975
A0A2U9B235,07946fe17d0c995ff10267782e74d48cba6d4d26814704e41bd935b1ec48ea28,417,7,0.10215381,-0.018976308,0.16196509
A0A2Y9DCR4,46a0687d96c9d4a2d8343b24fc7b7d7538aa1ca9860b6e7e6885e0f4a8c509fd,394,4,-0.04684075,-0.080200054,-0.14041646
A0A2Y9DDU2,bb078019639be38b0ca1ac3d42031251984516e1f9b1eb9a183227b89bf3c598,317,0,-0.03128078,-0.16915286,0.03239621
A0A2Y9E209,7347e5c616aebb8f16d831adf855df541dda224176385686e82a3dedb13eb293,440,3,0.15456386,-0.072662786,0.10802714
A0A2Y9H910,899fe5482be7a9f2c06224b0ac9c4fa1b9ae4029ac353bbdc9f162cf4755c660,392,7,-0.081021704,0.010727186,0.2603362
A0A2Y9IGN5,a25d8d35280bb1b74c7f239da3e483009c772d743151157eb1ce8067b32df4a8,440,3,0.15309702,-0.08651192,0.10207167
